Rank,Name,Position,Team,Final_Score,Edge_Score,Hidden_Score,Live_Injury_Status,Top_Factor_1
1163,Trey Lance,QB,LAC,-9.44533629384779,18.47727997551838,43.8421052631579,Healthy,Trey Lance: score driven by garbage-time inflation 100%; also stable coaching context
1164,Kenny Pickett,QB,LV,-9.447294650696152,18.857495465854914,46.684210526315795,Healthy,Kenny Pickett: score driven by garbage-time inflation 80%; also stable coaching context
1165,R.Tannehill,QB,TEN,-9.452395176369894,50.0,,Healthy,
1166,Drew Lock,QB,SEA,-9.501246539776734,8.733183850399465,45.26315789473684,Healthy,Drew Lock: score driven by garbage-time inflation 100%; also stable coaching context
1167,Joe Milton III,QB,DAL,-9.55665187004971,20.725465007995105,50.31578947368421,Healthy,Joe Milton III: score driven by garbage-time inflation 60%; also stable coaching context
1168,Mitchell Trubisky,QB,BUF,-9.560589947403562,14.868901695522553,44.631578947368425,Healthy,Mitchell Trubisky: score driven by garbage-time inflation 100%; also stable coaching context
1169,R.Fitzpatrick,QB,WAS,-9.707395176369895,50.0,,Healthy,
1170,Tanner McKee,QB,PHI,-9.803036048971455,9.629678528928949,49.0921052631579,Healthy,Tanner McKee: score driven by garbage-time inflation 75%; also stable coaching context
1171,D.Brees,QB,NO,-9.860395176369893,50.0,,Healthy,
1172,Joshua Dobbs,QB,NE,-9.899056775721796,9.96830567176448,45.26315789473684,Healthy,Joshua Dobbs: score driven by garbage-time inflation 100%; also stable coaching context
1173,T.Brady,QB,TB,-9.945395176369894,50.0,,Healthy,
1174,Cooper Rush,QB,BAL,-10.585918684128888,15.976309804166922,42.73684210526316,Healthy,Cooper Rush: score driven by garbage-time inflation 100%; also stable coaching context
1175,M.White,QB,BUF,-10.684895176369894,14.845112206324213,55.578947368421055,Healthy,Mike White: score driven by stable coaching context; also age cliff N/A for position
1176,Andy Dalton,QB,CAR,-10.702652094047668,12.433115351162504,46.36842105263158,Questionable,Andy Dalton: score driven by garbage-time inflation 80%; also stable coaching context
1177,Malik Willis,QB,GB,-10.709274538025202,20.742717454345645,56.588516746411486,Questionable,Malik Willis: score driven by stable coaching context; also age cliff N/A for position
1178,B.Zappe,QB,CLE,-10.795395176369894,7.353894887051634,55.578947368421055,Healthy,Bailey Zappe: score driven by stable coaching context; also age cliff N/A for position
1179,B.Roethlisberger,QB,PIT,-10.803895176369895,50.0,,Healthy,
1180,Jimmy Garoppolo,QB,LA,-10.83949299480255,16.81756169019305,44.631578947368425,Questionable,Jimmy Garoppolo: score driven by garbage-time inflation 100%; also stable coaching context
1181,Brady Cook,QB,NYJ,-11.079654595582877,21.38023320369173,44.255060728744944,Healthy,Brady Cook: score driven by garbage-time inflation 92%; also stable coaching context
1182,C.Newton,QB,CAR,-11.305395176369895,50.0,,Healthy,
1183,M.Ryan,QB,IND,-11.534895176369893,50.0,,Healthy,
1184,N.Foles,QB,IND,-11.560395176369894,50.0,,Healthy,
1185,T.Siemian,QB,NYJ,-11.832395176369895,11.514570838770023,55.89473684210527,Healthy,Trevor Siemian: score driven by stable coaching context; also age cliff N/A for position
1186,D.Haskins,QB,WAS,-12.189395176369894,50.0,,Healthy,
1187,Kyle Allen,QB,DET,-12.271489364438853,8.084810380843345,43.21052631578948,Healthy,Kyle Allen: score driven by garbage-time inflation 100%; also stable coaching context
1188,A.Smith,QB,WAS,-12.452895176369895,50.0,,Healthy,
1189,S.Ehlinger,QB,IND,-12.469895176369894,14.370044445577864,58.421052631578945,Healthy,Sam Ehlinger: score driven by stable coaching context; also team win total 14
1190,C.Beathard,QB,JAX,-12.529395176369894,10.165294651155964,56.36842105263158,Healthy,C.J. Beathard: score driven by stable coaching context; also age cliff N/A for position
1191,C.McCoy,QB,ARI,-12.707895176369894,50.0,,Healthy,
1192,Brandon Allen,QB,TEN,-12.990635796927217,9.78738521295452,55.89473684210527,Healthy,Brandon Allen: score driven by stable coaching context; also age cliff N/A for position
1193,P.Walker,QB,CLE,-13.277395176369893,50.0,,Healthy,
1194,D.Thompson-Robinson,QB,CLE,-13.345395176369895,10.457362861266645,57.31578947368421,Healthy,Dorian Thompson-Robinson: score driven by stable coaching context; also team win total 11
1195,M.Glennon,QB,NYG,-13.744895176369894,50.0,,Healthy,
1196,S.Thompson,QB,MIA,-14.280395176369893,13.796617697643114,56.526315789473685,Questionable,Skylar Thompson: score driven by stable coaching context; also age cliff N/A for position
1197,C.Daniel,QB,LAC,-14.458895176369893,50.0,,Healthy,
1198,J.Driskel,QB,CLE,-14.679895176369893,7.264325849107577,55.578947368421055,Healthy,Jeff Driskel: score driven by stable coaching context; also age cliff N/A for position
1199,Max Brosmer,QB,MIN,-14.822440353275123,16.896937488677956,54.17293233082707,Healthy,Max Brosmer: score driven by stable coaching context; also garbage-time inflation 43%
