Rank,Name,Position,Team,Final_Score,Edge_Score,Hidden_Score,Live_Injury_Status,Top_Factor_1
186,J.Corbin,RB,NYG,-1.5017586704112018,45.30271569645067,60.57281553398058,Healthy,"Jashaun Corbin: score driven by age cliff none (age 25, 0%); also +3% script boost (14-win team)"
187,A.Armah,RB,WAS,-1.5017586704112018,50.0,,Healthy,
188,D.Ozigbo,RB,DET,-1.5017586704112018,50.0,,Healthy,
189,L.Miller,RB,CHI,-1.5017586704112018,50.0,,Healthy,
190,Cade Otton,TE,TB,-1.5721235421415258,40.35562776809127,55.478887364146274,Healthy,Cade Otton: score driven by stable coaching context; also third-down target share 13%
191,Alvin Kamara,RB,NO,-1.625408725201316,29.47627116592002,39.216262190625606,Out,"Alvin Kamara: score driven by RB committee risk HIGH (HHI 0.28); also age cliff AVOID (age 30, -35%)"
192,Josh Downs,WR,IND,-1.6376746050342614,49.60386767302788,63.166931648321786,Healthy,Josh Downs: score driven by BLANKET third-down role (29% of team targets); also garbage-time inflation 37%
193,Parker Washington,WR,JAX,-1.6446299049800803,47.21895904421519,67.17826864252913,Questionable,Parker Washington: score driven by garbage-time inflation 36%; also +5% script boost (13-win team)
194,Ulysses Bentley IV,RB,IND,-1.6939329251164734,43.99273938728036,54.22797362546077,Healthy,"Ulysses Bentley IV: score driven by garbage-time inflation 100%; also age cliff none (age 25, 0%)"
195,Kyle Monangai,RB,CHI,-1.7433226904905013,41.39392320340508,59.19732109167863,Healthy,"Kyle Monangai: score driven by age cliff none (age 23, 0%); also third-down target share 5%"
196,Pat Freiermuth,TE,PIT,-1.7475591216393607,38.23226409325982,61.65005659309564,Healthy,Pat Freiermuth: score driven by YPRR 8.84 (p90 at TE); also +5% script boost (10-win team)
197,A.Mattison,RB,LV,-1.748258670411202,32.59489276578517,56.55339805825243,Healthy,"Alexander Mattison: score driven by age cliff AGE_CLIFF (age 27, -5%); also stable coaching context"
198,D.Henderson,RB,LA,-1.7567586704112017,50.0,,Healthy,
199,Najee Harris,RB,LAC,-1.8097817595393293,21.460249432680765,58.33564801630489,Healthy,"Najee Harris: score driven by age cliff AGE_CLIFF (age 27, -5%); also stable coaching context"
200,Jayden Reed,WR,GB,-1.8178031768386855,34.004722349819005,52.30107509129391,Healthy,Jayden Reed: score driven by third-down target share 5%; also YPRR 8.62 (p72 at WR)
201,Sam Darnold,QB,SEA,-1.8429100747576133,57.06939378141703,52.66447368421053,Healthy,Sam Darnold: score driven by garbage-time inflation 62%; also stable coaching context
202,Owen Wright,RB,TB,-1.8461633974593115,37.649803039662096,49.86750857726841,Healthy,"Owen Wright: score driven by garbage-time inflation 100%; also age cliff none (age 27, 0%)"
203,Brenton Strange,TE,JAX,-1.8471457332658847,33.8358029647585,63.54206548580862,Questionable,Brenton Strange: score driven by YPRR 8.45 (p83 at TE); also +5% script boost (13-win team)
204,Kendall Milton,RB,CIN,-1.8479295819724504,37.57621201828132,54.23373424141428,Healthy,"Kendall Milton: score driven by garbage-time inflation 100%; also age cliff none (age 24, 0%)"
205,Isiah Pacheco,RB,KC,-1.8586567169502874,45.43221449574374,55.69932355399974,Questionable,"Isiah Pacheco: score driven by age cliff none (age 27, 0%); also third-down target share 2%"
206,Kenneth Gainwell,RB,PIT,-1.8708223128556618,44.51594245237334,64.00276719019026,Healthy,"Kenneth Gainwell: score driven by age cliff none (age 26, 0%); also stable coaching context"
207,Theo Johnson,TE,NYG,-1.8912547067010133,34.167689005797854,58.48282626341581,Out,Theo Johnson: score driven by stable coaching context; also YPRR 7.14 (p68 at TE)
208,Evan Engram,TE,DEN,-1.9038660844636235,32.96816442133681,56.6548707636034,Healthy,Evan Engram: score driven by +5% script boost (14-win team); also stable coaching context
209,Aaron Jones,RB,MIN,-1.907250984650779,29.44959361326803,48.59722823122603,Out,"Aaron Jones: score driven by age cliff AVOID (age 31, -35%); also stable coaching context"
210,Jonnu Smith,TE,PIT,-1.9184619918160308,35.715236640142194,49.9280677258867,Healthy,Jonnu Smith: score driven by YPRR 3.81 (p15 at TE); also third-down target share 9%
211,Robbie Ouzts,RB,SEA,-1.9364067429084457,33.889663645948175,52.70873786407767,Questionable,"Robbie Ouzts: score driven by garbage-time inflation 100%; also age cliff none (age 23, 0%)"
212,Jayden Daniels,QB,WAS,-1.9521442110136569,45.19119980728298,52.122212310437114,Out,Jayden Daniels: score driven by garbage-time inflation 51%; also stable coaching context
213,Cooper Kupp,WR,SEA,-1.9570738816944777,48.904519485217506,60.21834725207706,Healthy,Cooper Kupp: score driven by +5% script boost (14-win team); also stable coaching context
214,Amar Johnson,RB,LAC,-1.9828079970629924,27.95627805617539,56.4754402951875,Healthy,"Amar Johnson: score driven by age cliff none (age 23, 0%); also garbage-time inflation 67%"
215,Jordan Mason,RB,MIN,-2.013769845094478,34.07492824836009,55.49194126930986,Healthy,"Jordan Mason: score driven by age cliff none (age 26, 0%); also third-down target share 2%"
216,Brian Robinson,RB,SF,-2.020754491989859,41.99147860841352,62.46509072388262,Healthy,"Brian Robinson: score driven by age cliff none (age 26, 0%); also RB committee risk LOW (HHI 0.63)"
217,Kareem Hunt,RB,KC,-2.02104666575727,54.28340175779594,48.90088684756635,Healthy,"Kareem Hunt: score driven by age cliff AVOID (age 30, -35%); also stable coaching context"
218,T.McAllister,RB,LV,-2.0457586704112014,50.0,,Healthy,
219,J.Funk,RB,IND,-2.0457586704112014,50.0,,Healthy,
220,J.Taylor,RB,HOU,-2.0457586704112014,50.0,,Healthy,
221,J.Ward,RB,PIT,-2.0457586704112014,40.141748215518476,60.922330097087375,Healthy,"Jonathan Ward: score driven by RB committee risk LOW (HHI 0.64); also age cliff AGE_CLIFF (age 28, -5%)"
222,Kalel Mullings,RB,TEN,-2.046194392078851,23.31517826384795,62.97714894624674,Questionable,"Kalel Mullings: score driven by age cliff none (age 23, 0%); also RB committee risk LOW (HHI 0.59)"
223,Jerry Jeudy,WR,CLE,-2.1103615013482564,30.918476867365655,59.14712458806917,Healthy,Jerry Jeudy: score driven by garbage-time inflation 38%; also BLANKET third-down role (26% of team targets)
224,Tory Horton,WR,SEA,-2.1268993065375525,45.47145541895237,51.29780340999017,Out,Tory Horton: score driven by third-down target share 4%; also +5% script boost (14-win team)
225,Joe Burrow,QB,CIN,-2.13056471369139,51.83906790627452,55.42481203007519,Healthy,Joe Burrow: score driven by stable coaching context; also age cliff N/A for position
226,AJ Barner,TE,SEA,-2.131968397903366,43.21902825314222,62.723626862598,Healthy,AJ Barner: score driven by +5% script boost (14-win team); also YPRR 7.81 (p74 at TE)
227,Colby Parkinson,TE,LA,-2.138090474289907,55.82776975245513,60.61552417069143,Healthy,Colby Parkinson: score driven by third-down target share 5%; also YPRR 8.00 (p77 at TE)
228,Chris Rodriguez Jr.,RB,WAS,-2.1388075671370057,44.16558291492954,58.11296912742783,Questionable,"Chris Rodriguez Jr.: score driven by age cliff none (age 26, 0%); also stable coaching context"
229,Tyjae Spears,RB,TEN,-2.178316919703814,27.75072513884795,59.60047825714222,Healthy,"Tyjae Spears: score driven by age cliff none (age 24, 0%); also RB committee risk LOW (HHI 0.59)"
230,Jalen Coker,WR,CAR,-2.2023086956944926,31.37673166372541,57.5368626627629,Questionable,Jalen Coker: score driven by YPRR 9.26 (p81 at WR); also target share trend ASCENDING
231,Kyler Murray,QB,ARI,-2.2231454422300647,62.06677990007565,49.486388384754996,Questionable,Kyler Murray: score driven by garbage-time inflation 62%; also stable coaching context
232,Tyler Allgeier,RB,ATL,-2.223235498800972,40.71222396050089,59.11337833475431,Healthy,"Tyler Allgeier: score driven by age cliff none (age 25, 0%); also RB committee risk LOW (HHI 0.53)"
233,Cole Kmet,TE,CHI,-2.2609754373768,30.707580190228796,56.81845086500424,Questionable,Cole Kmet: score driven by third-down target share 5%; also +5% script boost (11-win team)
234,Kayshon Boutte,WR,NE,-2.2973690623061884,49.887906111282355,61.87380752557587,Questionable,Kayshon Boutte: score driven by YPRR 10.89 (p90 at WR); also +5% script boost (14-win team)
235,Brady Russell,RB,SEA,-2.3011963691086654,40.43126364594818,64.7147344374643,Healthy,"Brady Russell: score driven by age cliff AGE_CLIFF (age 27, -5%); also clean neutral-script profile (inflation 0%)"
236,Kimani Vidal,RB,LAC,-2.3186411395378856,33.45002384875635,57.73815669403989,Questionable,"Kimani Vidal: score driven by age cliff none (age 24, 0%); also third-down target share 5%"
237,Tyler Shough,QB,NO,-2.3603983286596506,59.112093155275225,52.72654462242563,Healthy,Tyler Shough: score driven by stable coaching context; also garbage-time inflation 46%
238,Daniel Jones,QB,IND,-2.3730764860059814,62.242028867201626,54.140350877192986,Healthy,Daniel Jones: score driven by stable coaching context; also garbage-time inflation 42%
239,K.Merritt,WR,MIA,-2.41331119712655,50.0,,Healthy,
240,T.Cleveland,WR,DEN,-2.41331119712655,50.0,,Healthy,
241,I.Zuber,WR,NE,-2.41331119712655,50.0,,Healthy,
242,C.Grayson,WR,TB,-2.41331119712655,50.0,,Healthy,
243,T.Williams,WR,DET,-2.41331119712655,50.0,,Healthy,
244,L.McCutcheon,WR,LA,-2.41331119712655,22.816509158254895,50.2,Healthy,Lance McCutcheon: score driven by no third-down target role; also stable coaching context
245,M.Alexander,WR,DET,-2.41331119712655,33.01049492530828,53.03,Healthy,Maurice Alexander: score driven by +5% script boost (11-win team); also no third-down target role
246,D.Houston,WR,DAL,-2.41331119712655,38.07452383449243,49.6,Healthy,Dennis Houston: score driven by no third-down target role; also stable coaching context
247,G.Dieter,WR,KC,-2.41331119712655,50.0,,Healthy,
248,T.Godwin,WR,JAX,-2.41331119712655,50.0,,Healthy,
249,J.Gordon,WR,TEN,-2.41331119712655,50.0,,Healthy,
250,H.Butler,WR,PHI,-2.41331119712655,50.0,,Healthy,
251,T.Lewis,WR,MIA,-2.41331119712655,50.0,,Healthy,
252,R.Ridley,WR,CHI,-2.41331119712655,50.0,,Healthy,
253,T.Black,WR,NYJ,-2.41331119712655,50.0,,Healthy,
254,J.Mickens,WR,JAX,-2.41331119712655,50.0,,Healthy,
255,F.Darby,WR,ATL,-2.41331119712655,50.0,,Healthy,
256,A.Carr,WR,NO,-2.41331119712655,50.0,,Healthy,
257,B.Fowler,WR,NO,-2.41331119712655,50.0,,Healthy,
258,B.Sanders,WR,MIA,-2.41331119712655,34.03792618484386,49.6,Healthy,Braylon Sanders: score driven by no third-down target role; also stable coaching context
259,J.Bradley,WR,CLE,-2.41331119712655,50.0,,Healthy,
260,D.Smith,WR,JAX,-2.41331119712655,50.0,,Healthy,
261,J.Moore,WR,LAC,-2.41331119712655,50.0,,Healthy,
262,S.Morgan,WR,CIN,-2.41331119712655,50.0,,Healthy,
263,M.Washington,WR,DEN,-2.41331119712655,27.7249796343459,49.6,Healthy,Montrell Washington: score driven by no third-down target role; also stable coaching context
264,C.Johnson,WR,SEA,-2.41331119712655,50.0,,Healthy,
265,C.Saunders,WR,CAR,-2.41331119712655,50.0,,Healthy,
266,D.Davis,WR,HOU,-2.41331119712655,50.0,,Healthy,
267,J.Harris,WR,LA,-2.41331119712655,38.07452383449243,49.6,Healthy,Jacob Harris: score driven by no third-down target role; also stable coaching context
268,R.McMath,WR,TEN,-2.41331119712655,50.0,,Healthy,
269,D.Patmon,WR,IND,-2.41331119712655,50.0,,Healthy,
270,T.Gentry,WR,BUF,-2.41331119712655,50.0,,Healthy,
271,R.Gafford,WR,LV,-2.41331119712655,50.0,,Healthy,
272,D.Burnett,WR,PHI,-2.41331119712655,50.0,,Healthy,
273,T.Taylor,WR,CLE,-2.41331119712655,50.0,,Healthy,
274,D.Gray,WR,SF,-2.41331119712655,37.863460733104056,53.63,Healthy,Danny Gray: score driven by +5% script boost (11-win team); also no third-down target role
275,J.Natson,WR,CLE,-2.41331119712655,50.0,,Healthy,
276,D.Shepherd,WR,GB,-2.41331119712655,50.0,,Healthy,
277,J.Ali,WR,ATL,-2.41331119712655,50.0,,Healthy,
278,A.Roberts,WR,HOU,-2.41331119712655,50.0,,Healthy,
279,A.Mack,WR,NYG,-2.41331119712655,50.0,,Healthy,
280,I.Coulter,WR,CHI,-2.41331119712655,50.0,,Healthy,
281,V.Smith,WR,NYJ,-2.41331119712655,50.0,,Healthy,
282,C.Hogan,WR,NO,-2.41331119712655,50.0,,Healthy,
283,R.Adams,WR,CHI,-2.41331119712655,50.0,,Healthy,
284,T.Benjamin,WR,SF,-2.41331119712655,50.0,,Healthy,
285,M.Strachan,WR,CAR,-2.41331119712655,50.0,,Healthy,
286,C.Blair,WR,ATL,-2.41331119712655,31.52811751930745,50.2,Healthy,Chris Blair: score driven by no third-down target role; also stable coaching context
287,T.Jackson,WR,MIN,-2.41331119712655,37.23029525752969,48.8,Healthy,Trishton Jackson: score driven by no third-down target role; also stable coaching context
288,A.Gandy-Golden,WR,WAS,-2.41331119712655,50.0,,Healthy,
289,K.Kirkwood,WR,NO,-2.41331119712655,39.420853896600526,50.2,Healthy,Keith Kirkwood: score driven by no third-down target role; also stable coaching context
290,K.Lassiter,WR,CIN,-2.41331119712655,50.0,,Healthy,
291,T.Montgomery,WR,NE,-2.41331119712655,50.0,,Healthy,
292,G.Allison,WR,DET,-2.41331119712655,50.0,,Healthy,
293,J.Badet,WR,WAS,-2.41331119712655,50.0,,Healthy,
294,S.Mitchell,WR,HOU,-2.41331119712655,50.0,,Healthy,
295,R.Foster,WR,WAS,-2.41331119712655,50.0,,Healthy,
296,J.Reed,WR,LAC,-2.41331119712655,50.0,,Healthy,
297,T.Ginn,WR,CHI,-2.41331119712655,50.0,,Healthy,
298,D.Bryant,WR,BAL,-2.41331119712655,50.0,,Healthy,
299,D.Ratley,WR,NYG,-2.41331119712655,50.0,,Healthy,
300,D.Fountain,WR,IND,-2.41331119712655,50.0,,Healthy,
301,J.Scott,WR,NYJ,-2.41331119712655,50.0,,Healthy,
302,A.Callaway,WR,MIA,-2.41331119712655,50.0,,Healthy,
303,S.Fehoko,WR,LAC,-2.41331119712655,37.23029525752969,48.8,Healthy,Simi Fehoko: score driven by no third-down target role; also stable coaching context
304,C.Dowell,WR,TEN,-2.41331119712655,50.032351105431374,53.7,Healthy,Colton Dowell: score driven by +5% script boost (12-win team); also no third-down target role
305,D.Chisena,WR,CAR,-2.41331119712655,29.191219350918292,49.6,Healthy,Dan Chisena: score driven by no third-down target role; also stable coaching context
306,K.Doss,WR,LAC,-2.41331119712655,50.0,,Healthy,
307,C.Thompson,WR,SEA,-2.41331119712655,50.0,,Healthy,
308,K.Wilkerson,WR,LV,-2.41331119712655,52.69968236280853,53.7,Healthy,Kristian Wilkerson: score driven by +5% script boost (12-win team); also no third-down target role
309,A.Green,WR,DET,-2.41331119712655,50.0,,Healthy,
310,D.Montgomery,WR,IND,-2.41331119712655,44.37012380823393,50.2,Healthy,D.J. Montgomery: score driven by no third-down target role; also stable coaching context
311,N.Webster,WR,CHI,-2.41331119712655,50.0,,Healthy,
312,J.Jackson,WR,NO,-2.41331119712655,50.0,,Healthy,
313,I.Charles,WR,NYJ,-2.41331119712655,22.549758371905433,50.2,Healthy,Irvin Charles: score driven by no third-down target role; also stable coaching context
314,R.Keyton,WR,LV,-2.41331119712655,50.0,,Healthy,
315,B.Means,WR,NO,-2.41331119712655,28.220807160364004,48.8,Healthy,Bub Means: score driven by no third-down target role; also stable coaching context
316,J.Jackson,WR,TEN,-2.41331119712655,28.220807160364004,48.8,Healthy,Jha'Quan Jackson: score driven by no third-down target role; also stable coaching context
317,J.Ross,WR,KC,-2.41331119712655,50.0,,Healthy,
318,B.Ford-Wheaton,WR,NYG,-2.41331119712655,27.7249796343459,49.6,Healthy,Bryce Ford-Wheaton: score driven by no third-down target role; also stable coaching context
319,J.Winfree,WR,IND,-2.41331119712655,31.524030330211502,53.1,Healthy,Juwann Winfree: score driven by +5% script boost (12-win team); also no third-down target role
320,A.Smith,WR,PHI,-2.41331119712655,29.191219350918292,49.6,Healthy,Ainias Smith: score driven by no third-down target role; also stable coaching context
321,M.Woods,WR,CLE,-2.41331119712655,42.458505691765076,49.915,Healthy,Mike Woods: score driven by no third-down target role; also stable coaching context
322,J.Malone,WR,NYJ,-2.41331119712655,50.0,,Healthy,
323,C.Hollister,WR,TEN,-2.41331119712655,50.0,,Healthy,
324,J.Virgil,WR,DEN,-2.41331119712655,37.23029525752969,48.8,Healthy,Jalen Virgil: score driven by no third-down target role; also stable coaching context
325,D.Moncrief,WR,NE,-2.41331119712655,50.0,,Healthy,
326,M.Kemp,WR,KC,-2.41331119712655,50.0,,Healthy,
327,D.Newsome,WR,CHI,-2.41331119712655,50.0,,Healthy,
328,D.Fitzpatrick,WR,TEN,-2.41331119712655,50.0,,Healthy,
329,P.Cooper,WR,ARI,-2.41331119712655,50.0,,Healthy,
330,E.Ezukanma,WR,MIA,-2.41331119712655,35.29431794256529,53.7,Healthy,Erik Ezukanma: score driven by +5% script boost (13-win team); also no third-down target role
331,J.Camp,WR,HOU,-2.41331119712655,50.0,,Healthy,
332,J.Kumerow,WR,BUF,-2.41331119712655,50.0,,Healthy,
333,D.Baldwin,WR,CLE,-2.41331119712655,50.0,,Healthy,
334,K.White,WR,NO,-2.41331119712655,50.0,,Healthy,
335,S.Williams,WR,DEN,-2.41331119712655,50.0,,Healthy,
336,J.Baker,WR,NE,-2.41331119712655,50.032351105431374,53.7,Healthy,Javon Baker: score driven by +5% script boost (12-win team); also no third-down target role
337,E.Winston,WR,NO,-2.41331119712655,50.0,,Healthy,
338,K.Pryor,WR,CIN,-2.41331119712655,38.019931582585265,50.2,Healthy,Kendric Pryor: score driven by no third-down target role; also stable coaching context
339,M.Ffrench,WR,LAC,-2.41331119712655,50.0,,Healthy,
340,G.DuBose,WR,MIA,-2.41331119712655,52.69968236280853,53.7,Healthy,Grant DuBose: score driven by +5% script boost (12-win team); also no third-down target role
341,J.Cowing,WR,SF,-2.41331119712655,50.032351105431374,53.7,Questionable,Jacob Cowing: score driven by +5% script boost (12-win team); also no third-down target role
342,J.Wilson,WR,PHI,-2.41331119712655,37.863460733104056,53.63,Healthy,Johnny Wilson: score driven by +5% script boost (11-win team); also no third-down target role
343,J.Darden,WR,CLE,-2.41331119712655,50.0,,Healthy,
344,E.Cooks,WR,JAX,-2.41331119712655,28.220807160364004,48.8,Healthy,Elijah Cooks: score driven by no third-down target role; also stable coaching context
345,S.Roberts,WR,CAR,-2.41331119712655,50.0,,Healthy,
346,I.Guerendo,RB,SF,-2.4367586704112014,48.56009993194293,64.53398058252426,Healthy,"Isaac Guerendo: score driven by age cliff none (age 25, 0%); also RB committee risk LOW (HHI 0.63)"
347,Keon Coleman,WR,BUF,-2.4871659555726504,57.868291376045875,48.86943301376308,Healthy,Keon Coleman: score driven by +5% script boost (12-win team); also third-down target share 9%
348,Sean Tucker,RB,TB,-2.495743161933796,43.182766358269774,55.2363231068078,Healthy,"Sean Tucker: score driven by age cliff none (age 24, 0%); also third-down target share 1%"
349,J.Kelly,RB,CLE,-2.5217586704112023,50.0,,Healthy,
350,C.J. Stroud,QB,HOU,-2.5493430927839853,55.86217012114058,53.21671826625387,Healthy,C.J. Stroud: score driven by garbage-time inflation 55%; also stable coaching context
351,Troy Franklin,WR,DEN,-2.598162289398534,50.85701946784219,55.39964892554904,Questionable,Troy Franklin: score driven by garbage-time inflation 31%; also +5% script boost (14-win team)
352,G.Edwards,RB,LAC,-2.5982586704112016,50.0,,Healthy,
353,D.Johnson,WR,BAL,-2.6513111971265495,19.909408714951475,49.6,Healthy,Diontae Johnson: score driven by no third-down target role; also stable coaching context
354,Christian Kirk,WR,HOU,-2.652245692455498,30.91680674457117,55.84896287653151,Questionable,Christian Kirk: score driven by +5% script boost (12-win team); also YPRR 5.93 (p29 at WR)
355,Marquise Brown,WR,KC,-2.664825577827319,50.49088127098072,54.770797638633724,Healthy,Marquise Brown: score driven by garbage-time inflation 34%; also stable coaching context
356,Ricky Pearsall,WR,SF,-2.6668462604510594,45.86838041214759,60.95178006357752,Questionable,Ricky Pearsall: score driven by YPRR 9.60 (p82 at WR); also +5% script boost (12-win team)
357,Coleman Owen,WR,IND,-2.668038597153637,39.87012380823393,35.82488789237668,Healthy,Coleman Owen: score driven by garbage-time inflation 100%; also YPRR 0.00 (p1 at WR)
358,Devin Singletary,RB,NYG,-2.6723809675122974,33.88606900520827,54.90115689448508,Healthy,"Devin Singletary: score driven by age cliff AGE_CLIFF (age 28, -5%); also third-down target share 6%"
359,Travis Hunter,WR,JAX,-2.7072812799273436,33.834501509573606,50.214885563738655,Out,Travis Hunter: score driven by third-down target share 8%; also +5% script boost (13-win team)
360,Tre Tucker,WR,LV,-2.707949501340768,37.06558446316261,55.208072572698235,Healthy,Tre Tucker: score driven by stable coaching context; also third-down target share 12%
361,Blake Corum,RB,LA,-2.74387132043422,54.37709800801335,60.59534353773879,Questionable,"Blake Corum: score driven by age cliff none (age 25, 0%); also RB committee risk LOW (HHI 0.52)"
362,Isaiah Likely,TE,BAL,-2.7478191320423884,36.73881833447754,59.82232102841027,Healthy,Isaiah Likely: score driven by YPRR 8.53 (p84 at TE); also third-down target share 9%
363,Jason Brownlee,WR,KC,-2.7493545352708253,35.99793627884405,31.857446031911568,Healthy,Jason Brownlee: score driven by garbage-time inflation 100%; also YPRR 0.00 (p1 at WR)
364,Chig Okonkwo,TE,TEN,-2.7528460148425458,25.0041557645855,54.564578725409845,Healthy,Chig Okonkwo: score driven by target share trend ASCENDING; also third-down target share 11%
365,Keaton Mitchell,RB,BAL,-2.763175692396561,40.18408652139375,63.40933750387973,Healthy,"Keaton Mitchell: score driven by age cliff none (age 24, 0%); also RB committee risk LOW (HHI 0.64)"
366,Ke'Shawn Williams,WR,CIN,-2.788267633892259,34.144931582585265,37.98183856502242,Healthy,Ke'Shawn Williams: score driven by garbage-time inflation 100%; also YPRR 5.00 (p18 at WR)
367,Michael Carter,RB,ARI,-2.7932829973524473,36.69015669425951,46.53216133915988,Healthy,"Michael Carter: score driven by age cliff none (age 26, 0%); also RB committee risk HIGH (HHI 0.22)"
368,Malik Cunningham,WR,DET,-2.793557682627955,35.89302449993309,40.410000000000004,Healthy,Malik Cunningham: score driven by garbage-time inflation 100%; also no third-down target role
369,J.Holtz,TE,CHI,-2.8156743356123313,50.0,,Healthy,
370,D.Dafney,TE,GB,-2.8156743356123313,29.191219350918292,49.6,Healthy,Dominique Dafney: score driven by no third-down target role; also stable coaching context
371,B.Dillon,TE,MIN,-2.8156743356123313,50.0,,Healthy,
372,H.Bryant,TE,DET,-2.8156743356123313,50.0,,Healthy,
373,C.Thompson,TE,CAR,-2.8156743356123313,50.0,,Healthy,
374,I.Nauta,TE,DET,-2.8156743356123313,50.0,,Healthy,
375,G.Griffin,TE,NO,-2.8156743356123313,50.0,,Healthy,
376,S.DeValve,TE,ARI,-2.8156743356123313,50.0,,Healthy,
377,K.Rader,TE,TEN,-2.8156743356123313,50.0,,Healthy,
378,V.Green,TE,LAC,-2.8156743356123313,50.0,,Healthy,
379,M.Baugh,TE,WAS,-2.8156743356123313,50.0,,Healthy,
380,K.Warring,TE,HOU,-2.8156743356123313,50.0,,Healthy,
381,N.Keizer,TE,KC,-2.8156743356123313,50.0,,Healthy,
382,V.McDonald,TE,PIT,-2.8156743356123313,50.0,,Healthy,
383,K.Yeboah,TE,NYJ,-2.8156743356123313,35.89302449993309,50.410000000000004,Healthy,Kenny Yeboah: score driven by no third-down target role; also stable coaching context
384,C.Fotheringham,TE,LV,-2.8156743356123313,44.97164829691824,53.1,Healthy,Cole Fotheringham: score driven by +5% script boost (14-win team); also no third-down target role
385,Z.Davidson,TE,BUF,-2.8156743356123313,27.7249796343459,49.6,Healthy,Zach Davidson: score driven by no third-down target role; also stable coaching context
386,T.Wesco,TE,TEN,-2.8156743356123313,50.0,,Healthy,
387,D.Yelder,TE,TB,-2.8156743356123313,50.0,,Healthy,
388,D.Wells,TE,TB,-2.8156743356123313,50.0,,Healthy,
389,C.McElroy,TE,TB,-2.8156743356123313,50.0,,Healthy,
390,E.Wolf,TE,NO,-2.8156743356123313,50.0,,Healthy,
391,D.Carrier,TE,LV,-2.8156743356123313,50.0,,Healthy,
392,T.Hemingway,TE,WAS,-2.8156743356123313,50.0,,Healthy,
393,T.Jackson,TE,PHI,-2.8156743356123313,34.03792618484386,49.6,Healthy,Tyree Jackson: score driven by no third-down target role; also stable coaching context
394,M.Schreck,TE,HOU,-2.8156743356123313,50.0,,Healthy,
395,D.Brown,TE,NYJ,-2.8156743356123313,50.0,,Healthy,
396,J.Matthews,TE,CAR,-2.8156743356123313,50.0,,Healthy,
397,B.Ellefson,TE,MIN,-2.8156743356123313,50.0,,Healthy,
398,J.Croom,TE,PHI,-2.8156743356123313,50.0,,Healthy,
399,N.Togiai,TE,PHI,-2.8156743356123313,50.0,,Healthy,
400,D.Helm,TE,LV,-2.8156743356123313,50.0,,Healthy,
401,T.Davis,TE,GB,-2.8156743356123313,50.0,,Healthy,
402,J.Sprinkle,TE,DAL,-2.8156743356123313,50.0,,Healthy,
403,D.Asiasi,TE,CIN,-2.8156743356123313,50.0,,Healthy,
404,T.Mabry,TE,SEA,-2.8156743356123313,29.191219350918292,49.6,Healthy,Tyler Mabry: score driven by no third-down target role; also stable coaching context
405,L.Willson,TE,BAL,-2.8156743356123313,50.0,,Healthy,
406,S.Carlson,TE,CLE,-2.8156743356123313,33.01049492530828,53.03,Healthy,Stephen Carlson: score driven by +5% script boost (11-win team); also no third-down target role
407,J.Butt,TE,DEN,-2.8156743356123313,50.0,,Healthy,
408,D.Keene,TE,NE,-2.8156743356123313,31.524030330211502,53.1,Healthy,Dalton Keene: score driven by +5% script boost (12-win team); also no third-down target role
409,C.Carter,TE,MIA,-2.8156743356123313,50.0,,Healthy,
410,T.Hudson,TE,TEN,-2.8156743356123313,50.0,,Healthy,
411,E.Jenkins,TE,PHI,-2.8156743356123313,37.863460733104056,53.63,Healthy,E.J. Jenkins: score driven by +5% script boost (11-win team); also no third-down target role
412,B.Cupp,TE,KC,-2.8156743356123313,39.420853896600526,50.2,Healthy,Baylor Cupp: score driven by no third-down target role; also stable coaching context
413,D.Holker,TE,NO,-2.8156743356123313,50.0,,Healthy,
414,M.Forristall,TE,CLE,-2.8156743356123313,50.0,,Healthy,
415,J.Horsted,TE,LV,-2.8156743356123313,50.0,,Healthy,
416,J.Bell,TE,NE,-2.8156743356123313,37.91075681675435,52.82,Healthy,Jaheim Bell: score driven by +5% script boost (10-win team); also no third-down target role
417,N.Muse,TE,MIN,-2.8156743356123313,22.549758371905433,50.2,Healthy,Nick Muse: score driven by no third-down target role; also stable coaching context
418,J.Shenker,TE,LV,-2.8156743356123313,50.0,,Healthy,
419,J.Thomas,TE,ARI,-2.8156743356123313,50.0,,Healthy,
420,S.McKeon,TE,DAL,-2.8156743356123313,44.37012380823393,50.2,Healthy,Sean McKeon: score driven by no third-down target role; also stable coaching context
421,R.Williams,TE,PIT,-2.8156743356123313,50.0,,Healthy,
422,J.Graham,TE,ATL,-2.8156743356123313,50.0,,Healthy,
423,T.Stevens,TE,CAR,-2.8156743356123313,50.0,,Healthy,
424,T.Fumagalli,TE,DEN,-2.8156743356123313,50.0,,Healthy,
425,Sione Vaki,RB,DET,-2.8410848205118846,32.5947437458049,54.43147825672097,Healthy,"Sione Vaki: score driven by garbage-time inflation 100%; also age cliff none (age 24, 0%)"
426,Bhayshul Tuten,RB,JAX,-2.8415987617580694,35.145920383266585,64.30871061869202,Healthy,"Bhayshul Tuten: score driven by age cliff none (age 24, 0%); also RB committee risk LOW (HHI 0.54)"
427,Jacoby Brissett,QB,ARI,-2.842823602419715,67.66167562141231,49.27146814404433,Healthy,Jacoby Brissett: score driven by garbage-time inflation 63%; also stable coaching context
428,L.Thomas,TE,WAS,-2.849674335612331,50.0,,Healthy,
